Ont	Terms	Annotated	Significant	Expected	classic	Genes
MF	GO:0022857:Transmembrane transporter activity	1043	35	3.42	1.3e-28	ABCC8,ABCC9,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TRPC1
MF	GO:0005244:Voltage-gated ion channel activity	197	22	0.65	1.3e-28	CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CLCN3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,SCN5A,SCN7A
MF	GO:0022832:Voltage-gated channel activity	197	22	0.65	1.3e-28	CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CLCN3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,SCN5A,SCN7A
MF	GO:0005215:Transporter activity	1183	35	3.88	9.2e-27	ABCC8,ABCC9,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TRPC1
MF	GO:0022843:Voltage-gated cation channel activity	142	19	0.47	3.2e-26	CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3
MF	GO:0015077:Monovalent inorganic cation transmembrane transporter activity	388	23	1.27	1.6e-23	ABCC8,ABCC9,ATP1A2,ATP1B1,ATP2A2,CLCN3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,SCN5A,SCN7A,SLC8A1
MF	GO:0015079:Potassium ion transmembrane transporter activity	159	18	0.52	1.8e-23	ABCC8,ABCC9,ATP1A2,ATP1B1,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2
MF	GO:0005267:Potassium channel activity	123	16	0.4	6.8e-22	ABCC8,ABCC9,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2
MF	GO:0005249:Voltage-gated potassium channel activity	87	12	0.29	6.7e-17	HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3
MF	GO:0015085:Calcium ion transmembrane transporter activity	139	13	0.46	5.7e-16	ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,PDE2A,RYR2,RYR3,SLC8A1,TRPC1
MF	GO:0030552:CAMP binding	23	8	0.08	3.8e-15	HCN1,HCN3,HCN4,PDE2A,PDE4D,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0005262:Calcium channel activity	123	11	0.4	2.0e-13	CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,PDE2A,RYR2,RYR3,TRPC1
MF	GO:0030551:Cyclic nucleotide binding	36	8	0.12	2.3e-13	HCN1,HCN3,HCN4,PDE2A,PDE4D,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0086007:Voltage-gated calcium channel activity involved in cardiac muscle cell action potential	5	5	0.02	3.2e-13	CACNA1C,CACNA1D,CACNA1G,CACNA2D1,CACNB2
MF	GO:0099094:Ligand-gated cation channel activity	105	10	0.34	1.4e-12	HCN1,HCN4,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,RYR2,RYR3
MF	GO:0015276:Ligand-gated ion channel activity	138	10	0.45	2.3e-11	HCN1,HCN4,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,RYR2,RYR3
MF	GO:0022834:Ligand-gated channel activity	138	10	0.45	2.3e-11	HCN1,HCN4,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,RYR2,RYR3
MF	GO:0005242:Inward rectifier potassium channel activity	20	6	0.07	3.6e-11	KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8
MF	GO:0005245:Voltage-gated calcium channel activity	48	7	0.16	1.9e-10	CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2
MF	GO:0044325:Ion channel binding	124	9	0.41	2.4e-10	ABCC8,ABCC9,CAMK2D,KCND3,KCNJ11,PDE4D,RYR2,SCN5A,SLC8A1
MF	GO:1902282:Voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potentia...	12	5	0.04	2.5e-10	KCND3,KCNH2,KCNJ3,KCNJ5,KCNJ8
MF	GO:0086008:Voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolariza...	15	5	0.05	9.3e-10	KCND3,KCNH2,KCNJ3,KCNJ5,KCNJ8
MF	GO:0004935:Adrenergic receptor activity	17	5	0.06	1.9e-09	ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2
MF	GO:0005248:Voltage-gated sodium channel activity	20	5	0.07	4.7e-09	HCN1,HCN3,HCN4,SCN5A,SCN7A
MF	GO:0005516:Calmodulin binding	200	9	0.66	1.7e-08	CACNA1C,CAMK2D,KCNN1,KCNN2,MYH6,RYR2,RYR3,SCN5A,SLC8A1
MF	GO:0004114:3',5'-cyclic-nucleotide phosphodiesterase activity	28	5	0.09	2.9e-08	PDE2A,PDE4D,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0015081:Sodium ion transmembrane transporter activity	150	8	0.49	3.0e-08	ATP1A2,ATP1B1,HCN1,HCN3,HCN4,SCN5A,SCN7A,SLC8A1
MF	GO:0030955:Potassium ion binding	11	4	0.04	3.4e-08	ATP1A2,ATP1B1,KCNA4,KCNJ11
MF	GO:0004112:Cyclic-nucleotide phosphodiesterase activity	29	5	0.1	3.5e-08	PDE2A,PDE4D,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0032559:Adenyl ribonucleotide binding	1531	20	5.02	3.6e-08	ABCC8,ABCC9,ADCY4,ADCY5,ATP1A2,ATP1B1,ATP2A2,CAMK2D,CLCN3,HCN1,HCN3,HCN4,KCNJ11,MYH6,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0008227:G protein-coupled amine receptor activity	59	6	0.19	3.7e-08	ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,CHRM2
MF	GO:0097110:Scaffold protein binding	59	6	0.19	3.7e-08	ADCY5,CACNA1G,CACNA1H,KCNH2,PDE4D,SCN5A
MF	GO:0030554:Adenyl nucleotide binding	1542	20	5.05	4.1e-08	ABCC8,ABCC9,ADCY4,ADCY5,ATP1A2,ATP1B1,ATP2A2,CAMK2D,CLCN3,HCN1,HCN3,HCN4,KCNJ11,MYH6,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0034236:Protein kinase A catalytic subunit binding	13	4	0.04	7.3e-08	PRKAR1A,PRKAR2A,PRKAR2B,RYR2
MF	GO:0031420:Alkali metal ion binding	16	4	0.05	1.8e-07	ATP1A2,ATP1B1,KCNA4,KCNJ11
MF	GO:0005272:Sodium channel activity	41	5	0.13	2.2e-07	HCN1,HCN3,HCN4,SCN5A,SCN7A
MF	GO:0047555:3',5'-cyclic-GMP phosphodiesterase activity	18	4	0.06	3.1e-07	PDE2A,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0030506:Ankyrin binding	20	4	0.07	4.8e-07	CACNA1D,KCNJ11,SCN5A,SLC8A1
MF	GO:0051018:Protein kinase A binding	50	5	0.16	6.0e-07	PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2
MF	GO:0004936:Alpha-adrenergic receptor activity	6	3	0.02	6.6e-07	ADRA1A,ADRA1B,ADRA1D
MF	GO:0032555:Purine ribonucleotide binding	1878	20	6.16	1.0e-06	ABCC8,ABCC9,ADCY4,ADCY5,ATP1A2,ATP1B1,ATP2A2,CAMK2D,CLCN3,HCN1,HCN3,HCN4,KCNJ11,MYH6,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0017076:Purine nucleotide binding	1891	20	6.2	1.1e-06	ABCC8,ABCC9,ADCY4,ADCY5,ATP1A2,ATP1B1,ATP2A2,CAMK2D,CLCN3,HCN1,HCN3,HCN4,KCNJ11,MYH6,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0032553:Ribonucleotide binding	1894	20	6.21	1.2e-06	ABCC8,ABCC9,ADCY4,ADCY5,ATP1A2,ATP1B1,ATP2A2,CAMK2D,CLCN3,HCN1,HCN3,HCN4,KCNJ11,MYH6,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0004862:CAMP-dependent protein kinase inhibitor activity	8	3	0.03	1.8e-06	PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0005515:Protein binding	11806	54	38.7	1.9e-06	ABCC8,ABCC9,ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNB2,CAMK2D,CASQ2,CHRM2,CLCN3,COL1A1,COL3A1,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNK3,KCNN1,KCNN2,MYH6,NPPA,PDE2A,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SCN5A,SLC8A1,TBX3,TGFB1,TRPC1
MF	GO:0008331:High voltage-gated calcium channel activity	10	3	0.03	3.9e-06	CACNA1C,CACNA1D,CACNB2
MF	GO:0008603:CAMP-dependent protein kinase regulator activity	10	3	0.03	3.9e-06	PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0005217:Intracellular ligand-gated ion channel activity	33	4	0.11	4.0e-06	HCN1,HCN4,RYR2,RYR3
MF	GO:0036094:Small molecule binding	2503	22	8.2	6.1e-06	ABCC8,ABCC9,ADCY4,ADCY5,ATP1A2,ATP1B1,ATP2A2,CAMK2D,CLCN3,HCN1,HCN3,HCN4,KCNJ11,MYH6,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,TRPC1
MF	GO:0000166:Nucleotide binding	2125	20	6.96	7.0e-06	ABCC8,ABCC9,ADCY4,ADCY5,ATP1A2,ATP1B1,ATP2A2,CAMK2D,CLCN3,HCN1,HCN3,HCN4,KCNJ11,MYH6,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:1901265:Nucleoside phosphate binding	2126	20	6.97	7.1e-06	ABCC8,ABCC9,ADCY4,ADCY5,ATP1A2,ATP1B1,ATP2A2,CAMK2D,CLCN3,HCN1,HCN3,HCN4,KCNJ11,MYH6,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0097367:Carbohydrate derivative binding	2219	20	7.27	1.4e-05	ABCC8,ABCC9,ADCY4,ADCY5,ATP1A2,ATP1B1,ATP2A2,CAMK2D,CLCN3,HCN1,HCN3,HCN4,KCNJ11,MYH6,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0008081:Phosphoric diester hydrolase activity	94	5	0.31	1.4e-05	PDE2A,PDE4D,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0019904:Protein domain specific binding	708	11	2.32	1.6e-05	ADRB1,CLCN3,KCNH2,KCNN2,PDE2A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,SCN5A
MF	GO:0042626:ATPase-coupled transmembrane transporter activity	102	5	0.33	2.1e-05	ABCC8,ABCC9,ATP1A2,ATP1B1,ATP2A2
MF	GO:0043168:Anion binding	2773	22	9.09	3.2e-05	ABCC8,ABCC9,ADCY4,ADCY5,ATP1A2,ATP1B1,ATP2A2,CAMK2D,CLCN3,HCN1,HCN3,HCN4,KCNJ11,MYH6,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,TRPC1
MF	GO:0015399:Primary active transmembrane transporter activity	112	5	0.37	3.3e-05	ABCC8,ABCC9,ATP1A2,ATP1B1,ATP2A2
MF	GO:0031625:Ubiquitin protein ligase binding	290	7	0.95	4.3e-05	KCNH2,PPARGC1A,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,SCN5A
MF	GO:0019899:Enzyme binding	2217	19	7.27	4.9e-05	ADCY4,ADCY5,ADRB1,ADRB2,ATP1B1,ATP2A2,COL1A1,COL3A1,KCNH2,MYH6,PDE4D,PPARGC1A,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,SCN5A,TGFB1
MF	GO:0044389:Ubiquitin-like protein ligase binding	308	7	1.01	6.4e-05	KCNH2,PPARGC1A,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,SCN5A
MF	GO:0051380:Norepinephrine binding	5	2	0.02	0.00010	ADRB1,ADRB2
MF	GO:0022804:Active transmembrane transporter activity	349	7	1.14	0.00014	ABCC8,ABCC9,ATP1A2,ATP1B1,ATP2A2,CLCN3,SLC8A1
MF	GO:0030291:Protein serine/threonine kinase inhibitor activity	32	3	0.1	0.00015	PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0015662:Ion transmembrane transporter activity, phosphorylative mechanism	33	3	0.11	0.00017	ATP1A2,ATP1B1,ATP2A2
MF	GO:0043167:Ion binding	6218	34	20.38	0.00022	ABCC8,ABCC9,ADCY4,ADCY5,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1H,CACNA2D1,CACNA2D2,CAMK2D,CASQ2,CLCN3,COL1A1,COL3A1,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNJ11,MYH6,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SLC8A1,TRPC1
MF	GO:0099626:Voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium level...	7	2	0.02	0.00022	CACNA1D,CACNB2
MF	GO:0051393:Alpha-actinin binding	37	3	0.12	0.00024	CACNA1C,CACNA1D,KCNN2
MF	GO:0019901:Protein kinase binding	651	9	2.13	0.00025	ADCY4,ATP1B1,MYH6,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,SCN5A
MF	GO:0031402:Sodium ion binding	8	2	0.03	0.00029	ATP1A2,ATP1B1
MF	GO:0051379:Epinephrine binding	8	2	0.03	0.00029	ADRB1,ADRB2
MF	GO:0046983:Protein dimerization activity	1331	13	4.36	0.00030	ADCY5,ADRA1A,ADRA1B,ADRB1,ADRB2,CAMK2D,CASQ2,CLCN3,KCNH2,KCNN1,KCNN2,PDE2A,TGFB1
MF	GO:0008144:Drug binding	1727	15	5.66	0.00034	ABCC8,ABCC9,ADCY4,ADCY5,ATP1A2,ATP1B1,ATP2A2,CAMK2D,CLCN3,KCNJ11,MYH6,PDE2A,PDE4D,PRKACA,RYR2
MF	GO:0005222:Intracellular cAMP-activated cation channel activity	9	2	0.03	0.00037	HCN1,HCN4
MF	GO:0099511:Voltage-gated calcium channel activity involved in regulation of cytosolic calcium levels	9	2	0.03	0.00037	CACNA1D,CACNB2
MF	GO:0042805:Actinin binding	46	3	0.15	0.00046	CACNA1C,CACNA1D,KCNN2
MF	GO:0004016:Adenylate cyclase activity	10	2	0.03	0.00047	ADCY4,ADCY5
MF	GO:0005221:Intracellular cyclic nucleotide activated cation channel activity	11	2	0.04	0.00057	HCN1,HCN4
MF	GO:0005391:Sodium:potassium-exchanging ATPase activity	11	2	0.04	0.00057	ATP1A2,ATP1B1
MF	GO:0008556:Potassium transmembrane transporter activity, phosphorylative mechanism	11	2	0.04	0.00057	ATP1A2,ATP1B1
MF	GO:0043855:Cyclic nucleotide-gated ion channel activity	11	2	0.04	0.00057	HCN1,HCN4
MF	GO:0048407:Platelet-derived growth factor binding	11	2	0.04	0.00057	COL1A1,COL3A1
MF	GO:0019900:Kinase binding	730	9	2.39	0.00057	ADCY4,ATP1B1,MYH6,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,SCN5A
MF	GO:0004115:3',5'-cyclic-AMP phosphodiesterase activity	12	2	0.04	0.00068	PDE2A,PDE4D
MF	GO:0008554:Sodium transmembrane transporter activity, phosphorylative mechanism	12	2	0.04	0.00068	ATP1A2,ATP1B1
MF	GO:0019829:ATPase-coupled cation transmembrane transporter activity	53	3	0.17	0.00070	ATP1A2,ATP1B1,ATP2A2
MF	GO:0008179:Adenylate cyclase binding	13	2	0.04	0.00080	ADCY5,ADRB2
MF	GO:0042625:ATPase-coupled ion transmembrane transporter activity	57	3	0.19	0.00086	ATP1A2,ATP1B1,ATP2A2
MF	GO:0022853:Active ion transmembrane transporter activity	236	5	0.77	0.00104	ATP1A2,ATP1B1,ATP2A2,CLCN3,SLC8A1
MF	GO:0015269:Calcium-activated potassium channel activity	15	2	0.05	0.00108	KCNN1,KCNN2
MF	GO:0044548:S100 protein binding	15	2	0.05	0.00108	ATP2A2,KCNK3
MF	GO:0004860:Protein kinase inhibitor activity	63	3	0.21	0.00115	PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0008092:Cytoskeletal protein binding	977	10	3.2	0.00117	CACNA1C,CACNA1D,CACNB2,CAMK2D,KCNJ11,KCNN2,MYH6,PPARGC1A,SCN5A,SLC8A1
MF	GO:0042578:Phosphoric ester hydrolase activity	367	6	1.2	0.00125	MYH6,PDE2A,PDE4D,PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0046982:Protein heterodimerization activity	505	7	1.66	0.00126	ADCY5,ADRA1A,ADRA1B,ADRB1,CLCN3,KCNN1,TGFB1
MF	GO:0019210:Kinase inhibitor activity	67	3	0.22	0.00138	PRKAR1A,PRKAR2A,PRKAR2B
MF	GO:0031690:Adrenergic receptor binding	19	2	0.06	0.00174	ADRB1,PDE4D
MF	GO:1901338:Catecholamine binding	20	2	0.07	0.00193	ADRB1,ADRB2
MF	GO:0015278:Calcium-release channel activity	21	2	0.07	0.00213	RYR2,RYR3
MF	GO:0034237:Protein kinase A regulatory subunit binding	21	2	0.07	0.00213	PRKACA,RYR2
MF	GO:0009975:Cyclase activity	22	2	0.07	0.00234	ADCY4,ADCY5
MF	GO:0016849:Phosphorus-oxygen lyase activity	22	2	0.07	0.00234	ADCY4,ADCY5
MF	GO:0005524:ATP binding	1473	12	4.83	0.00258	ABCC8,ABCC9,ADCY4,ADCY5,ATP1A2,ATP1B1,ATP2A2,CAMK2D,CLCN3,KCNJ11,MYH6,PRKACA
MF	GO:0019887:Protein kinase regulator activity	180	4	0.59	0.00286	PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
MF	GO:0099604:Ligand-gated calcium channel activity	27	2	0.09	0.00352	RYR2,RYR3
MF	GO:0005227:Calcium activated cation channel activity	28	2	0.09	0.00378	KCNN1,KCNN2
MF	GO:0019207:Kinase regulator activity	207	4	0.68	0.00471	PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
MF	GO:0015298:Solute:cation antiporter activity	32	2	0.1	0.00492	CLCN3,SLC8A1
MF	GO:0005251:Delayed rectifier potassium channel activity	33	2	0.11	0.00522	KCNA4,KCNH2
MF	GO:0042803:Protein homodimerization activity	859	8	2.82	0.00665	ADRB2,CAMK2D,CASQ2,CLCN3,KCNH2,KCNN2,PDE2A,TGFB1
MF	GO:0099106:Ion channel regulator activity	118	3	0.39	0.00683	ABCC9,ADRB2,CAMK2D
MF	GO:0030020:Extracellular matrix structural constituent conferring tensile strength	41	2	0.13	0.00798	COL1A1,COL3A1
MF	GO:0099528:G protein-coupled neurotransmitter receptor activity	41	2	0.13	0.00798	ADRB1,CHRM2
MF	GO:0030331:Estrogen receptor binding	42	2	0.14	0.00836	PPARGC1A,PPARGC1B
MF	GO:0022839:Ion gated channel activity	43	2	0.14	0.00875	KCNN1,KCNN2
MF	GO:0042802:Identical protein binding	1728	12	5.66	0.00924	ADRB2,CAMK2D,CASQ2,CLCN3,COL1A1,HCN1,HCN4,KCNH2,KCNN2,PDE2A,RYR2,TGFB1
MF	GO:0005488:Binding	15264	56	50.03	0.00977	ABCC8,ABCC9,ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CAMK2D,CASQ2,CHRM2,CLCN3,COL1A1,COL3A1,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNK3,KCNN1,KCNN2,MYH6,NPPA,PDE2A,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SCN5A,SLC8A1,TBX3,TGFB1,TRPC1
CC	GO:0034703:Cation channel complex	220	27	0.65	< 1e-30	ABCC8,ABCC9,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CASQ2,HCN1,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ3,KCNJ5,KCNJ8,KCNN1,PDE4D,PRKACA,RYR2,RYR3,SCN5A,SCN7A,TRPC1
CC	GO:1902495:Transmembrane transporter complex	324	29	0.95	< 1e-30	ABCC8,ABCC9,ATP1A2,ATP1B1,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CASQ2,HCN1,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ3,KCNJ5,KCNJ8,KCNN1,PDE4D,PRKACA,RYR2,RYR3,SCN5A,SCN7A,TRPC1
CC	GO:1990351:Transporter complex	332	29	0.98	< 1e-30	ABCC8,ABCC9,ATP1A2,ATP1B1,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CASQ2,HCN1,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ3,KCNJ5,KCNJ8,KCNN1,PDE4D,PRKACA,RYR2,RYR3,SCN5A,SCN7A,TRPC1
CC	GO:0034702:Ion channel complex	301	27	0.89	< 1e-30	ABCC8,ABCC9,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CASQ2,HCN1,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ3,KCNJ5,KCNJ8,KCNN1,PDE4D,PRKACA,RYR2,RYR3,SCN5A,SCN7A,TRPC1
CC	GO:0042383:Sarcolemma	136	18	0.4	1.4e-25	ABCC8,ABCC9,ADRA1A,ATP1A2,ATP1B1,CACNA1C,CACNA1D,CACNA2D1,CACNB2,CAMK2D,KCND3,KCNJ11,KCNJ3,KCNJ5,RYR2,RYR3,SCN5A,SLC8A1
CC	GO:0005887:Integral component of plasma membrane	1634	35	4.81	1.3e-23	ABCC8,ABCC9,ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1H,CACNB2,CHRM2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,SCN5A,SCN7A,SLC8A1,TRPC1
CC	GO:0031226:Intrinsic component of plasma membrane	1713	35	5.04	6.4e-23	ABCC8,ABCC9,ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1H,CACNB2,CHRM2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,SCN5A,SCN7A,SLC8A1,TRPC1
CC	GO:0098797:Plasma membrane protein complex	681	25	2	1.1e-21	ABCC8,ABCC9,ATP1A2,ATP1B1,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,GJD3,HCN1,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ3,KCNJ5,KCNJ8,KCNN1,PDE4D,SCN5A,SCN7A
CC	GO:0098796:Membrane protein complex	1278	30	3.76	8.0e-21	ABCC8,ABCC9,ATP1A2,ATP1B1,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CASQ2,GJD3,HCN1,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ3,KCNJ5,KCNJ8,KCNN1,PDE4D,PRKACA,RYR2,RYR3,SCN5A,SCN7A,TRPC1
CC	GO:0005886:Plasma membrane	5640	50	16.59	8.0e-20	ABCC8,ABCC9,ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CAMK2D,CHRM2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TGFB1,TRPC1
CC	GO:0071944:Cell periphery	5761	50	16.95	2.2e-19	ABCC8,ABCC9,ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CAMK2D,CHRM2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TGFB1,TRPC1
CC	GO:0034704:Calcium channel complex	66	12	0.19	5.4e-19	CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CASQ2,PDE4D,PRKACA,RYR2,RYR3
CC	GO:0030315:T-tubule	52	11	0.15	2.9e-18	ADRA1A,ATP1A2,CACNA1C,CACNA1D,CACNA2D1,CACNB2,KCNJ11,KCNJ3,KCNJ5,SCN5A,SLC8A1
